ticker,name,industry,market_cap,market_cap_num,symbol_url
KBSX,FST Corp.,Steel,67.15M,67150000,/stocks/kbsx/
KC,Kingsoft Cloud Holdings Limited,Software - Application,3.80B,3800000000,/stocks/kc/
KCHV,Kochav Defense Acquisition Corp.,Shell Companies,346.00M,346000000,/stocks/kchv/
KD,"Kyndryl Holdings, Inc.",Information Technology Services,6.68B,6680000000,/stocks/kd/
KDK,"Kodiak AI, Inc.",Software - Application,1.64B,1640000000,/stocks/kdk/
KDP,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,36.90B,36900000000,/stocks/kdp/
KE,"Kimball Electronics, Inc.",Electrical Equipment & Parts,709.06M,709060000,/stocks/ke/
KELYA,"Kelly Services, Inc.",Staffing & Employment Services,395.17M,395170000,/stocks/kelya/
KELYB,"Kelly Services, Inc.",Staffing & Employment Services,394.68M,394680000,/stocks/kelyb/
KEN,Kenon Holdings Ltd.,Utilities - Independent Power Producers,2.72B,2720000000,/stocks/ken/
KEP,Korea Electric Power Corporation,Utilities - Regulated Electric,19.12B,19120000000,/stocks/kep/
KEQU,Kewaunee Scientific Corporation,"Furnishings, Fixtures & Appliances",119.84M,119840000,/stocks/kequ/
KEX,Kirby Corporation,Marine Shipping,5.77B,5770000000,/stocks/kex/
KEY,KeyCorp,Banks - Regional,19.58B,19580000000,/stocks/key/
KEYS,"Keysight Technologies, Inc.",Scientific & Technical Instruments,31.44B,31440000000,/stocks/keys/
KFFB,Kentucky First Federal Bancorp,Banks - Regional,32.51M,32509999,/stocks/kffb/
KFII,K&F Growth Acquisition Corp. II,Shell Companies,404.34M,404340000,/stocks/kfii/
KFRC,Kforce Inc.,Staffing & Employment Services,447.15M,447150000,/stocks/kfrc/
KFS,Kingsway Financial Services Inc.,Auto & Truck Dealerships,411.16M,411160000,/stocks/kfs/
KFY,Korn Ferry,Staffing & Employment Services,3.39B,3390000000,/stocks/kfy/
KG,Kestrel Group Ltd,Insurance Brokers,153.60M,153600000,/stocks/kg/
KGC,Kinross Gold Corporation,Gold,28.37B,28370000000,/stocks/kgc/
KGEI,Kolibri Global Energy Inc.,Oil & Gas Exploration & Production,152.98M,152980000,/stocks/kgei/
KGS,"Kodiak Gas Services, Inc.",Oil & Gas Equipment & Services,3.20B,3200000000,/stocks/kgs/
KHC,The Kraft Heinz Company,Packaged Foods,29.27B,29270000000,/stocks/khc/
KIDS,OrthoPediatrics Corp.,Medical Devices,422.30M,422300000,/stocks/kids/
KIDZ,"Classover Holdings, Inc.",Education & Training Services,15.57M,15570000,/stocks/kidz/
KIM,Kimco Realty Corporation,REIT - Retail,14.02B,14020000000,/stocks/kim/
KINS,"Kingstone Companies, Inc.",Insurance - Property & Casualty,206.17M,206170000,/stocks/kins/
KITT,"Nauticus Robotics, Inc.",Aerospace & Defense,8.22M,8220000,/stocks/kitt/
KKR,KKR & Co. Inc.,Asset Management,105.43B,105430000000,/stocks/kkr/
KLAC,KLA Corporation,Semiconductor Equipment & Materials,158.82B,158820000000,/stocks/klac/
KLAR,Klarna Group plc,Credit Services,14.17B,14170000000,/stocks/klar/
KLC,"KinderCare Learning Companies, Inc.",Education & Training Services,696.93M,696930000,/stocks/klc/
KLIC,"Kulicke and Soffa Industries, Inc.",Semiconductors,2.08B,2080000000,/stocks/klic/
KLRS,"Kalaris Therapeutics, Inc.",Biotechnology,94.07M,94070000,/stocks/klrs/
KLTO,"Klotho Neurosciences, Inc.",Biotechnology,37.28M,37280000,/stocks/klto/
KLTR,"Kaltura, Inc.",Software - Infrastructure,239.46M,239460000,/stocks/kltr/
KLXE,"KLX Energy Services Holdings, Inc.",Oil & Gas Equipment & Services,33.36M,33360000,/stocks/klxe/
KMB,Kimberly-Clark Corporation,Household & Personal Products,39.73B,39730000000,/stocks/kmb/
KMDA,Kamada Ltd.,Drug Manufacturers - Specialty & Generic,403.56M,403560000,/stocks/kmda/
KMI,"Kinder Morgan, Inc.",Oil & Gas Midstream,58.27B,58270000000,/stocks/kmi/
KMPR,Kemper Corporation,Insurance - Property & Casualty,2.82B,2820000000,/stocks/kmpr/
KMRK,K-TECH Solutions Company Limited,Leisure,22.79M,22790000,/stocks/kmrk/
KMT,Kennametal Inc.,Tools & Accessories,1.67B,1670000000,/stocks/kmt/
KMTS,"Kestra Medical Technologies, Ltd.",Medical Instruments & Supplies,1.41B,1410000000,/stocks/kmts/
KMX,"CarMax, Inc.",Auto & Truck Dealerships,6.15B,6150000000,/stocks/kmx/
KN,Knowles Corporation,Electronic Components,2.00B,2000000000,/stocks/kn/
KNDI,"Kandi Technologies Group, Inc.",Auto Parts,98.88M,98880000,/stocks/kndi/
KNF,Knife River Corporation,Building Materials,3.43B,3430000000,/stocks/knf/
KNOP,KNOT Offshore Partners LP,Oil & Gas Midstream,315.14M,315140000,/stocks/knop/
KNRX,Knorex Ltd.,Software - Application,64.14M,64140000,/stocks/knrx/
KNSA,"Kiniksa Pharmaceuticals International, plc",Biotechnology,2.81B,2810000000,/stocks/knsa/
KNSL,"Kinsale Capital Group, Inc.",Insurance - Property & Casualty,9.29B,9290000000,/stocks/knsl/
KNTK,Kinetik Holdings Inc.,Oil & Gas Midstream,6.24B,6240000000,/stocks/kntk/
KNX,Knight-Swift Transportation Holdings Inc.,Trucking,7.32B,7320000000,/stocks/knx/
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,296.38B,296380000000,/stocks/ko/
KOD,Kodiak Sciences Inc.,Biotechnology,955.26M,955260000,/stocks/kod/
KODK,Eastman Kodak Company,Specialty Business Services,609.38M,609380000,/stocks/kodk/
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Beverages - Non-Alcoholic,18.06B,18060000000,/stocks/kof/
KOP,Koppers Holdings Inc.,Specialty Chemicals,556.37M,556370000,/stocks/kop/
KOPN,Kopin Corporation,Electronic Components,539.66M,539660000,/stocks/kopn/
KORE,"KORE Group Holdings, Inc.",Telecommunications Services,62.47M,62470000,/stocks/kore/
KOS,Kosmos Energy Ltd.,Oil & Gas Exploration & Production,750.86M,750860000,/stocks/kos/
KOSS,Koss Corporation,Consumer Electronics,45.67M,45670000,/stocks/koss/
KOYN,"CSLM Digital Asset Acquisition Corp III, Ltd",Shell Companies,296.07M,296070000,/stocks/koyn/
KPLT,"Katapult Holdings, Inc.",Software - Infrastructure,52.05M,52050000,/stocks/kplt/
KPRX,"Kiora Pharmaceuticals, Inc.",Biotechnology,7.93M,7930000,/stocks/kprx/
KPTI,Karyopharm Therapeutics Inc.,Biotechnology,92.38M,92380000,/stocks/kpti/
KR,The Kroger Co.,Grocery Stores,42.17B,42170000000,/stocks/kr/
KRC,Kilroy Realty Corporation,REIT - Office,5.05B,5050000000,/stocks/krc/
KREF,KKR Real Estate Finance Trust Inc.,REIT - Mortgage,533.08M,533080000,/stocks/kref/
KRG,Kite Realty Group Trust,REIT - Retail,4.90B,4900000000,/stocks/krg/
KRKR,36Kr Holdings Inc.,Advertising Agencies,10.29M,10290000,/stocks/krkr/
KRMD,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,183.09M,183090000,/stocks/krmd/
KRMN,Karman Holdings Inc.,Aerospace & Defense,11.15B,11150000000,/stocks/krmn/
KRNT,Kornit Digital Ltd.,Industrial - Machinery,620.63M,620630000,/stocks/krnt/
KRNY,Kearny Financial Corp.,Banks - Regional,401.21M,401210000,/stocks/krny/
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,566.06M,566060000,/stocks/kro/
KROS,"Keros Therapeutics, Inc.",Biotechnology,463.69M,463690000,/stocks/kros/
KRP,"Kimbell Royalty Partners, LP",Oil & Gas Exploration & Production,1.43B,1430000000,/stocks/krp/
KRRO,"Korro Bio, Inc.",Biotechnology,384.18M,384180000,/stocks/krro/
KRSP,Rice Acquisition Corporation 3,Shell Companies,485.05M,485050000,/stocks/krsp/
KRT,Karat Packaging Inc.,Packaging & Containers,482.63M,482630000,/stocks/krt/
KRUS,"Kura Sushi USA, Inc.",Restaurants,688.51M,688510000,/stocks/krus/
KRYS,"Krystal Biotech, Inc.",Biotechnology,5.72B,5720000000,/stocks/krys/
KSCP,"Knightscope, Inc.",Security & Protection Services,52.14M,52140000,/stocks/kscp/
KSPI,Joint Stock Company Kaspi.kz,Software - Infrastructure,14.27B,14270000000,/stocks/kspi/
KSS,Kohl's Corporation,Department Stores,1.82B,1820000000,/stocks/kss/
KT,KT Corporation,Telecommunications Services,8.33B,8330000000,/stocks/kt/
KTB,"Kontoor Brands, Inc.",Apparel Manufacturing,4.50B,4500000000,/stocks/ktb/
KTCC,Key Tronic Corporation,Computer Hardware,38.35M,38350000,/stocks/ktcc/
KTOS,"Kratos Defense & Security Solutions, Inc.",Aerospace & Defense,15.29B,15290000000,/stocks/ktos/
KTTA,Pasithea Therapeutics Corp.,Biotechnology,6.06M,6060000,/stocks/ktta/
KULR,"KULR Technology Group, Inc.",Electronic Components,163.03M,163030000,/stocks/kulr/
KURA,"Kura Oncology, Inc.",Biotechnology,891.41M,891410000,/stocks/kura/
KVAC,Keen Vision Acquisition Corporation,Shell Companies,107.19M,107190000,/stocks/kvac/
KVHI,"KVH Industries, Inc.",Telecom Services,116.83M,116830000,/stocks/kvhi/
KVUE,Kenvue Inc.,Household & Personal Products,27.58B,27580000000,/stocks/kvue/
KVYO,"Klaviyo, Inc.",Software - Infrastructure,7.80B,7800000000,/stocks/kvyo/
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate Services,1.04B,1040000000,/stocks/kw/
KWM,K Wave Media Ltd.,Entertainment,121.43M,121430000,/stocks/kwm/
KWR,Quaker Chemical Corporation,Specialty Chemicals,2.41B,2410000000,/stocks/kwr/
KXIN,Kaixin Holdings,Auto & Truck Dealerships,29.98M,29980000,/stocks/kxin/
KYMR,"Kymera Therapeutics, Inc.",Biotechnology,4.42B,4420000000,/stocks/kymr/
KYTX,"Kyverna Therapeutics, Inc.",Biotechnology,301.42M,301420000,/stocks/kytx/
KZIA,Kazia Therapeutics Limited,Biotechnology,8.73M,8730000,/stocks/kzia/
KZR,"Kezar Life Sciences, Inc.",Biotechnology,45.48M,45480000,/stocks/kzr/
L,Loews Corporation,Insurance - Property & Casualty,20.65B,20650000000,/stocks/l/
LAB,Standard BioTools Inc.,Medical Devices,458.39M,458390000,/stocks/lab/
LAC,Lithium Americas Corp.,Other Industrial Metals & Mining,1.36B,1360000000,/stocks/lac/
LAD,"Lithia Motors, Inc.",Auto - Dealerships,7.62B,7620000000,/stocks/lad/
LADR,Ladder Capital Corp,REIT - Mortgage,1.35B,1350000000,/stocks/ladr/
LAES,SEALSQ Corp,Semiconductors,1.36B,1360000000,/stocks/laes/
LAFA,LaFayette Acquisition Corp.,Shell Companies,104.12M,104120000,/stocks/lafa/
LAKE,"Lakeland Industries, Inc.",Apparel Manufacturing,157.53M,157530000,/stocks/lake/
LAMR,Lamar Advertising Company,REIT - Specialty,12.00B,12000000000,/stocks/lamr/
LAND,Gladstone Land Corporation,REIT - Industrial,327.83M,327830000,/stocks/land/
LANV,Lanvin Group Holdings Limited,Luxury Goods,244.41M,244410000,/stocks/lanv/
LAR,Lithium Argentina AG,Other Industrial Metals & Mining,683.31M,683310000,/stocks/lar/
LARK,"Landmark Bancorp, Inc.",Banks - Regional,148.60M,148600000,/stocks/lark/
LASE,Laser Photonics Corporation,Industrial - Machinery,58.19M,58190000,/stocks/lase/
LASR,"nLIGHT, Inc.",Semiconductors,1.65B,1650000000,/stocks/lasr/
LATA,Galata Acquisition Corp. II,Shell Companies,201.00M,201000000,/stocks/lata/
LAUR,"Laureate Education, Inc.",Education & Training Services,4.28B,4280000000,/stocks/laur/
LAW,"CS Disco, Inc.",Software - Application,390.21M,390210000,/stocks/law/
LAWR,"Robot Consulting Co., Ltd.",Consulting Services,186.41M,186410000,/stocks/lawr/
LAZ,"Lazard, Inc.",Capital Markets,4.63B,4630000000,/stocks/laz/
LAZR,"Luminar Technologies, Inc.",Auto Parts,79.77M,79770000,/stocks/lazr/
LB,LandBridge Company LLC,Oil & Gas Equipment & Services,4.53B,4530000000,/stocks/lb/
LBGJ,Li Bang International Corporation Inc.,Specialty Industrial Machinery,12.56M,12560000,/stocks/lbgj/
LBRDA,Liberty Broadband Corporation,Telecom Services,7.72B,7720000000,/stocks/lbrda/
LBRDK,Liberty Broadband Corporation,Telecom Services,7.72B,7720000000,/stocks/lbrdk/
LBRT,Liberty Energy Inc.,Oil & Gas Equipment & Services,2.93B,2930000000,/stocks/lbrt/
LBRX,LB Pharmaceuticals Inc,Biotechnology,362.01M,362010000,/stocks/lbrx/
LBTYA,Liberty Global Ltd.,Telecom Services,3.70B,3700000000,/stocks/lbtya/
LBTYB,Liberty Global Ltd.,Telecom Services,3.73B,3730000000,/stocks/lbtyb/
LBTYK,Liberty Global Ltd.,Telecom Services,3.73B,3730000000,/stocks/lbtyk/
LC,LendingClub Corporation,Banks - Regional,2.01B,2009999999,/stocks/lc/
LCCC,Lakeshore Acquisition III Corp.,Shell Companies,90.12M,90120000,/stocks/lccc/
LCFY,Locafy Limited,Internet Content & Information,5.96M,5960000,/stocks/lcfy/
LCID,"Lucid Group, Inc.",Auto Manufacturers,5.45B,5450000000,/stocks/lcid/
LCII,LCI Industries,Recreational Vehicles,2.50B,2500000000,/stocks/lcii/
LCNB,LCNB Corp.,Banks - Regional,217.90M,217900000,/stocks/lcnb/
LCTX,"Lineage Cell Therapeutics, Inc.",Biotechnology,438.44M,438440000,/stocks/lctx/
LCUT,"Lifetime Brands, Inc.","Furnishings, Fixtures & Appliances",76.81M,76810000,/stocks/lcut/
LDI,"loanDepot, Inc.",Financial - Mortgages,999.40M,999400000,/stocks/ldi/
LDOS,"Leidos Holdings, Inc.",Information Technology Services,24.44B,24440000000,/stocks/ldos/
LDWY,"Lendway, Inc.",Advertising Agencies,7.24M,7240000,/stocks/ldwy/
LE,"Lands' End, Inc.",Specialty Retail,480.33M,480330000,/stocks/le/
LEA,Lear Corporation,Auto Parts,5.43B,5430000000,/stocks/lea/
LECO,"Lincoln Electric Holdings, Inc.",Tools & Accessories,12.94B,12940000000,/stocks/leco/
LEDS,SemiLEDs Corporation,Semiconductors,23.76M,23760000,/stocks/leds/
LEE,"Lee Enterprises, Incorporated",Publishing,26.49M,26490000,/stocks/lee/
LEG,"Leggett & Platt, Incorporated","Furnishings, Fixtures & Appliances",1.26B,1260000000,/stocks/leg/
LEGH,Legacy Housing Corporation,Residential Construction,535.97M,535970000,/stocks/legh/
LEGN,Legend Biotech Corporation,Biotechnology,5.98B,5980000000,/stocks/legn/
LEGT,Legato Merger Corp. III,Shell Companies,278.63M,278630000,/stocks/legt/
LEN,Lennar Corporation,Residential Construction,31.57B,31570000000,/stocks/len/
LEN.B,Lennar Corporation,Residential Construction,31.39B,31390000000,/stocks/len.b/
LENZ,"LENZ Therapeutics, Inc.",Biotechnology,795.71M,795710000,/stocks/lenz/
LESL,"Leslie's, Inc.",Specialty Retail,32.70M,32700000,/stocks/lesl/
LEU,Centrus Energy Corp.,Uranium,6.69B,6690000000,/stocks/leu/
LEVI,Levi Strauss & Co.,Apparel - Manufacturers,7.93B,7930000000,/stocks/levi/
LEXX,Lexaria Bioscience Corp.,Biotechnology,22.69M,22690000,/stocks/lexx/
LFCR,"Lifecore Biomedical, Inc.",Drug Manufacturers - Specialty & Generic,269.38M,269380000,/stocks/lfcr/
LFMD,"LifeMD, Inc.",Health Information Services,280.24M,280240000,/stocks/lfmd/
LFS,"Leifras Co., Ltd.",Education & Training Services,74.82M,74820000,/stocks/lfs/
LFST,"LifeStance Health Group, Inc.",Medical Care Facilities,1.91B,1910000000,/stocks/lfst/
LFT,"Lument Finance Trust, Inc.",REIT - Mortgage,81.65M,81650000,/stocks/lft/
LFUS,"Littelfuse, Inc.",Electronic Components,6.06B,6060000000,/stocks/lfus/
LFVN,LifeVantage Corporation,Packaged Foods,103.94M,103940000,/stocks/lfvn/
LFWD,Lifeward Ltd.,Medical Devices,9.70M,9700000,/stocks/lfwd/
LGCB,Linkage Global Inc,Internet Retail,19.31M,19310000,/stocks/lgcb/
LGCL,Lucas GC Limited,Software - Application,7.65M,7650000,/stocks/lgcl/
LGCY,Legacy Education Inc.,Education & Training Services,113.43M,113430000,/stocks/lgcy/
LGHL,Lion Group Holding Ltd.,Capital Markets,751.94K,751940,/stocks/lghl/
LGIH,"LGI Homes, Inc.",Residential Construction,940.94M,940940000,/stocks/lgih/
LGL,"The LGL Group, Inc.",Scientific & Technical Instruments,32.42M,32420000,/stocks/lgl/
LGN,Legence Corp.,Engineering & Construction,4.35B,4350000000,/stocks/lgn/
LGO,Largo Inc.,Other Industrial Metals & Mining,99.28M,99280000,/stocks/lgo/
LGPS,LogProstyle Inc.,Real Estate Services,22.92M,22920000,/stocks/lgps/
LGVN,Longeveron Inc.,Biotechnology,17.56M,17560000,/stocks/lgvn/
LH,Labcorp Holdings Inc.,Diagnostics & Research,21.05B,21050000000,/stocks/lh/
LHAI,Linkhome Holdings Inc.,Real Estate Services,168.31M,168310000,/stocks/lhai/
LHSW,Lianhe Sowell International Group Ltd,Information Technology Services,88.92M,88920000,/stocks/lhsw/
LHX,"L3Harris Technologies, Inc.",Aerospace & Defense,54.08B,54080000000,/stocks/lhx/
LI,Li Auto Inc.,Auto Manufacturers,21.04B,21040000000,/stocks/li/
LICN,Lichen International Limited,Specialty Business Services,63.42M,63420000,/stocks/licn/
LIDR,"AEye, Inc.",Software - Infrastructure,105.85M,105850000,/stocks/lidr/
LIEN,"Chicago Atlantic BDC, Inc.",Asset Management,233.11M,233110000,/stocks/lien/
LIF,"Life360, Inc.",Software - Application,7.64B,7640000000,/stocks/lif/
LII,Lennox International Inc.,Building Products & Equipment,17.71B,17710000000,/stocks/lii/
LILA,Liberty Latin America Ltd.,Telecom Services,1.56B,1560000000,/stocks/lila/
LILAK,Liberty Latin America Ltd.,Telecom Services,1.58B,1580000000,/stocks/lilak/
LIMN,"Liminatus Pharma, Inc.",Biotechnology,37.62M,37620000,/stocks/limn/
LIN,Linde plc,Specialty Chemicals,195.32B,195320000000,/stocks/lin/
LINC,Lincoln Educational Services Corporation,Education & Training Services,614.03M,614030000,/stocks/linc/
LIND,"Lindblad Expeditions Holdings, Inc.",Travel Services,660.76M,660760000,/stocks/lind/
LINE,"Lineage, Inc.",REIT - Industrial,10.02B,10020000000,/stocks/line/
LINK,"Interlink Electronics, Inc.",Electronic Components,93.22M,93220000,/stocks/link/
LION,Lionsgate Studios Corp.,Entertainment,1.86B,1860000000,/stocks/lion/
LIQT,"LiqTech International, Inc.",Pollution & Treatment Controls,22.59M,22590000,/stocks/liqt/
LITB,"LightInTheBox Holding Co., Ltd.",Specialty Retail,68.41M,68410000,/stocks/litb/
LITE,Lumentum Holdings Inc.,Communication Equipment,14.29B,14290000000,/stocks/lite/
LITM,Snow Lake Resources Ltd.,Other Industrial Metals & Mining,31.37M,31370000,/stocks/litm/
LITS,"Lite Strategy, Inc.",Biotechnology,74.52M,74520000,/stocks/lits/
LIVE,Live Ventures Incorporated,Home Improvement Retail,41.65M,41650000,/stocks/live/
LIVN,LivaNova PLC,Medical Devices,2.87B,2870000000,/stocks/livn/
LIXT,"Lixte Biotechnology Holdings, Inc.",Biotechnology,19.57M,19570000,/stocks/lixt/
LKFN,Lakeland Financial Corporation,Banks - Regional,1.46B,1460000000,/stocks/lkfn/
LKQ,LKQ Corporation,Auto Parts,8.19B,8189999999,/stocks/lkq/
LKSP,Lake Superior Acquisition Corp.,Shell Companies,137.04M,137040000,/stocks/lksp/
LLY,Eli Lilly and Company,Drug Manufacturers - General,772.59B,772590000000,/stocks/lly/
LLYVA,Liberty Live Group,Entertainment,8.24B,8240000000,/stocks/llyva/
LLYVK,Liberty Live Group,Entertainment,8.31B,8310000000,/stocks/llyvk/
LMAT,"LeMaitre Vascular, Inc.",Medical Instruments & Supplies,1.96B,1960000000,/stocks/lmat/
LMB,"Limbach Holdings, Inc.",Engineering & Construction,1.10B,1100000000,/stocks/lmb/
LMFA,"LM Funding America, Inc.",Financial - Credit Services,16.60M,16600000,/stocks/lmfa/
LMND,"Lemonade, Inc.",Insurance - Property & Casualty,4.44B,4440000000,/stocks/lmnd/
LMNR,Limoneira Company,Farm Products,255.02M,255020000,/stocks/lmnr/
LMT,Lockheed Martin Corporation,Aerospace & Defense,113.82B,113820000000,/stocks/lmt/
LNAI,Lunai Bioworks Inc.,Biotechnology,20.16M,20160000,/stocks/lnai/
LNC,Lincoln National Corporation,Insurance - Life,7.98B,7980000000,/stocks/lnc/
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,370.05M,370050000,/stocks/lnd/
LNG,"Cheniere Energy, Inc.",Oil & Gas Midstream,45.63B,45630000000,/stocks/lng/
LNKB,"LINKBANCORP, Inc.",Banks - Regional,263.25M,263250000,/stocks/lnkb/
LNKS,Linkers Industries Limited,Manufacturing - Metal Fabrication,6.58M,6580000,/stocks/lnks/
LNN,Lindsay Corporation,Farm & Heavy Construction Machinery,1.20B,1200000000,/stocks/lnn/
LNSR,"LENSAR, Inc.",Medical Devices,146.80M,146800000,/stocks/lnsr/
LNT,Alliant Energy Corporation,Utilities - Regulated Electric,17.18B,17180000000,/stocks/lnt/
LNTH,"Lantheus Holdings, Inc.",Drug Manufacturers - Specialty & Generic,3.92B,3920000000,/stocks/lnth/
LNW,"Light & Wonder, Inc.",Gambling,6.02B,6020000000,/stocks/lnw/
LNZA,"LanzaTech Global, Inc.",Waste Management,49.88M,49880000,/stocks/lnza/
LOAN,"Manhattan Bridge Capital, Inc.",REIT - Mortgage,56.28M,56280000,/stocks/loan/
LOAR,Loar Holdings Inc.,Aerospace & Defense,7.41B,7410000000,/stocks/loar/
LOB,"Live Oak Bancshares, Inc.",Banks - Regional,1.43B,1430000000,/stocks/lob/
LOBO,Lobo Technologies Ltd.,Auto Manufacturers,12.84M,12840000,/stocks/lobo/
LOCL,Local Bounti Corporation,Agricultural Farm Products,57.08M,57080000,/stocks/locl/
LOCO,"El Pollo Loco Holdings, Inc.",Restaurants,306.14M,306140000,/stocks/loco/
LODE,Comstock Inc.,Other Precious Metals & Mining,152.72M,152720000,/stocks/lode/
LOGI,Logitech International S.A.,Computer Hardware,17.68B,17680000000,/stocks/logi/
LOKV,Live Oak Acquisition Corp. V,Shell Companies,295.55M,295550000,/stocks/lokv/
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,Building Materials,1.28B,1280000000,/stocks/loma/
LOOP,"Loop Industries, Inc.",Specialty Chemicals,78.79M,78790000,/stocks/loop/
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,5.22B,5220000000,/stocks/lope/
LOT,Lotus Technology Inc.,Auto Manufacturers,1.08B,1080000000,/stocks/lot/
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",202.64M,202640000,/stocks/love/
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,133.55B,133550000000,/stocks/low/
LPA,Logistic Properties of the Americas,Real Estate - Development,106.86M,106860000,/stocks/lpa/
LPAA,Launch One Acquisition Corp.,Shell Companies,302.74M,302740000,/stocks/lpaa/
LPBB,Launch Two Acquisition Corp.,Shell Companies,300.73M,300730000,/stocks/lpbb/
LPCN,Lipocine Inc.,Biotechnology,14.41M,14410000,/stocks/lpcn/
LPG,Dorian LPG Ltd.,Oil & Gas Midstream,1.23B,1230000000,/stocks/lpg/
LPL,"LG Display Co., Ltd.",Consumer Electronics,5.14B,5140000000,/stocks/lpl/
LPLA,LPL Financial Holdings Inc.,Capital Markets,30.20B,30200000000,/stocks/lpla/
LPRO,Open Lending Corporation,Credit Services,224.53M,224530000,/stocks/lpro/
LPSN,"LivePerson, Inc.",Software - Application,71.95M,71950000,/stocks/lpsn/
LPTH,"LightPath Technologies, Inc.",Electronic Components,387.74M,387740000,/stocks/lpth/
LPTX,"Leap Therapeutics, Inc.",Biotechnology,25.33M,25330000,/stocks/lptx/
LPX,Louisiana-Pacific Corporation,Building Products & Equipment,6.07B,6070000000,/stocks/lpx/
LQDA,Liquidia Corporation,Biotechnology,2.10B,2100000000,/stocks/lqda/
LQDT,"Liquidity Services, Inc.",Internet Retail,747.81M,747810000,/stocks/lqdt/
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,197.77B,197770000000,/stocks/lrcx/
LRE,"Lead Real Estate Co., Ltd",Real Estate - Development,23.05M,23050000,/stocks/lre/
LRHC,La Rosa Holdings Corp.,Real Estate Services,6.93M,6930000,/stocks/lrhc/
LRMR,"Larimar Therapeutics, Inc.",Biotechnology,332.95M,332950000,/stocks/lrmr/
LRN,"Stride, Inc.",Education & Training Services,2.94B,2940000000,/stocks/lrn/
LSAK,"Lesaka Technologies, Inc.",Software - Infrastructure,350.46M,350460000,/stocks/lsak/
LSBK,"Lake Shore Bancorp, Inc.",Banks - Regional,106.94M,106940000,/stocks/lsbk/
LSCC,Lattice Semiconductor Corporation,Semiconductors,9.99B,9990000000,/stocks/lscc/
LSE,"Leishen Energy Holding Co., Ltd.",Oil & Gas Equipment & Services,90.23M,90230000,/stocks/lse/
LSF,"Laird Superfood, Inc.",Packaged Foods,52.79M,52790000,/stocks/lsf/
LSH,Lakeside Holding Limited,Integrated Freight & Logistics,20.74M,20740000,/stocks/lsh/
LSPD,Lightspeed Commerce Inc.,Software - Application,1.63B,1630000000,/stocks/lspd/
LSTA,"Lisata Therapeutics, Inc.",Biotechnology,24.43M,24430000,/stocks/lsta/
LSTR,"Landstar System, Inc.",Integrated Freight & Logistics,4.41B,4410000000,/stocks/lstr/
LTBR,Lightbridge Corporation,Electrical Equipment & Parts,695.29M,695290000,/stocks/ltbr/
LTC,"LTC Properties, Inc.",REIT - Healthcare Facilities,1.62B,1620000000,/stocks/ltc/
LTH,"Life Time Group Holdings, Inc.",Leisure,5.44B,5440000000,/stocks/lth/
LTM,LATAM Airlines Group S.A.,Airlines,13.55B,13550000000,/stocks/ltm/
LTRN,Lantern Pharma Inc.,Biotechnology,43.31M,43310000,/stocks/ltrn/
LTRX,"Lantronix, Inc.",Communication Equipment,193.61M,193610000,/stocks/ltrx/
LU,Lufax Holding Ltd,Credit Services,2.70B,2700000000,/stocks/lu/
LUCD,Lucid Diagnostics Inc.,Medical Devices,158.08M,158080000,/stocks/lucd/
LUCK,Lucky Strike Entertainment Corporation,Leisure,1.18B,1180000000,/stocks/luck/
LUCY,"Innovative Eyewear, Inc.",Medical Instruments & Supplies,7.91M,7910000,/stocks/lucy/
LUD,Luda Technology Group Limited,Steel,193.09M,193090000,/stocks/lud/
LULU,lululemon athletica inc.,Apparel Retail,20.22B,20220000000,/stocks/lulu/
LUMN,"Lumen Technologies, Inc.",Telecom Services,10.55B,10550000000,/stocks/lumn/
LUNG,Pulmonx Corporation,Medical Devices,81.49M,81490000,/stocks/lung/
LUNR,"Intuitive Machines, Inc.",Aerospace & Defense,2.13B,2130000000,/stocks/lunr/
LUV,Southwest Airlines Co.,Airlines,15.67B,15670000000,/stocks/luv/
LUXE,LuxExperience B.V.,Luxury Goods,1.34B,1340000000,/stocks/luxe/
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Apparel Retail,13.22M,13220000,/stocks/lvlu/
LVO,"LiveOne, Inc.",Entertainment,64.38M,64379999,/stocks/lvo/
LVRO,Lavoro Limited,Agricultural Inputs,142.09M,142090000,/stocks/lvro/
LVS,Las Vegas Sands Corp.,Resorts & Casinos,40.13B,40130000000,/stocks/lvs/
LVTX,LAVA Therapeutics N.V.,Biotechnology,42.75M,42750000,/stocks/lvtx/
LVWR,"LiveWire Group, Inc.",Auto Manufacturers,1.12B,1120000000,/stocks/lvwr/
LW,"Lamb Weston Holdings, Inc.",Packaged Foods,8.60B,8600000000,/stocks/lw/
